dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sinpkt,dinpkt,label
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.02462,tcp,-,FIN,60,62,3598,48918,4914.703439,31,29,1149959.375,15638993.0,0.426456,0.394869,Normal
3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0.003,0.0,Attack
0.571547,tcp,-,FIN,10,6,588,268,26.244562,254,252,7418.462891,3135.350342,56.783,101.156203,Normal
2.078247,tcp,-,FIN,10,8,962,354,8.179971,254,252,3333.578613,1193.313354,230.916333,281.288719,Normal
0.066903,tcp,-,FIN,80,80,4654,72810,2376.574951,31,29,549571.75,8597521.0,0.853833,0.862013,Normal
0.276684,tcp,-,FIN,20,10,18340,490,104.812716,254,252,503766.0625,12751.00879,13.773842,29.280666,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.01797,tcp,-,FIN,16,18,1540,1644,1836.394045,31,29,642849.1875,691374.5625,1.177867,1.026353,Normal
0.001047,udp,dns,CON,2,2,130,162,2865.329359,31,29,496657.0938,618911.125,0.006,0.004,Normal
0.068195,tcp,-,FIN,48,50,2958,33044,1422.391665,31,29,339848.9688,3798988.25,1.475652,1.381082,Normal
0.457135,tcp,-,FIN,22,24,1958,2308,98.439194,31,29,32708.0625,38710.66797,21.751523,19.851738,Normal
9e-06,kryptolan,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0.003,0.0,Attack
2.038125,tcp,ftp,FIN,24,22,1280,1612,22.079116,62,252,4816.191406,6040.846191,88.614128,94.729997,Attack
3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
8e-06,dgp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
0.001026,udp,dns,CON,2,2,146,178,2923.976572,31,29,569200.75,693957.125,0.01,0.001,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.987475,tcp,smtp,FIN,68,26,66861,2018,94.179602,62,252,533708.6875,15724.95508,14.738433,38.304559,Attack
0.209552,tcp,http,FIN,12,18,962,17236,138.390468,62,252,33671.83203,621478.1875,19.050182,11.579412,Attack
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0.006,0.0,Attack
1.695077,tcp,smtp,FIN,52,24,49590,1942,44.245779,62,252,229544.75,8787.801758,33.236803,70.044523,Attack
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.648,0.0,Normal
29.972811,tcp,-,CON,12,4,1956,172,0.500454,62,252,478.567078,34.431206,2724.801,9654.573,Normal
0.838585,tcp,http,FIN,10,8,1432,1026,20.272244,254,252,12296.9043,8566.811523,93.176111,103.66057,Attack
0.844735,tcp,-,FIN,10,6,2150,268,17.757048,254,252,18325.27344,2121.375244,93.759889,162.817594,Attack
0.845779,tcp,ftp,FIN,52,54,2934,3740,124.145905,31,29,27222.24219,34723.01953,16.908439,15.947396,Normal
1.008757,tcp,http,FIN,14,18,1684,10168,30.73089,31,29,12403.38379,76165.02344,77.569925,59.309588,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0.001,0.0,Attack
0.644756,tcp,-,FIN,10,8,588,354,26.366563,254,252,6576.130859,3846.41626,70.827333,82.186,Attack
9e-06,stp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.763863,tcp,-,FIN,10,10,608,646,24.873569,254,252,5739.249023,6095.333496,84.873667,70.338336,Attack
0.946573,tcp,-,FIN,10,8,564,354,17.959523,254,252,4293.382324,2619.977539,100.852667,127.057859,Attack
0.039948,tcp,-,FIN,64,66,3806,54798,3229.197836,31,29,750375.4375,10807650.0,0.629238,0.606031,Normal
0.491138,tcp,-,FIN,10,6,624,268,30.541314,254,252,9154.25,3648.668945,11572.8023,19291.052,Normal
0.014855,tcp,-,FIN,44,46,2766,27770,5991.248661,31,29,1456210.0,14630495.0,0.354756,0.323955,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.812489,udp,-,CON,2,2,168,112,3.692358,254,60,827.088135,551.39209,0.01,0.005,Attack
1.283847,tcp,http,FIN,12,18,1580,10168,22.588362,31,29,9029.113281,59845.13672,116.682179,75.490412,Normal
0.405185,tcp,-,FIN,10,8,534,354,41.956142,254,252,9496.896484,6120.660645,45.020556,48.379715,Attack
0.001635,udp,-,CON,4,4,544,304,4281.345583,31,29,1996330.25,1115596.375,0.422,0.198667,Normal
0.552733,tcp,-,FIN,10,6,910,268,27.137876,254,252,11853.82422,3242.071533,56.075667,93.698203,Normal
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.220115,tcp,http,FIN,10,6,902,268,68.146194,254,252,29511.8457,8141.19873,22.025556,40.281602,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
1.5e-05,sun-nd,-,INT,1,0,60,0,0.0,0,0,0.0,0.0,0.0,0.0,Attack
10.664777,udp,-,INT,4,0,2128,0,0.2813,254,0,1197.212158,0.0,3554.92575,0.0,Normal
0.674192,tcp,-,FIN,10,8,564,354,25.215368,254,252,6027.956543,3678.477295,73.651222,93.335141,Attack
0.498018,tcp,http,FIN,10,6,768,268,30.119393,254,252,11116.06445,3598.263428,55.335333,82.646203,Attack
0.633416,tcp,http,FIN,12,32,864,33844,67.885876,62,252,10002.90527,414097.5313,57.573727,17.987613,Attack
1.031982,tcp,http,FIN,14,18,1684,10168,30.039285,31,29,12124.24316,74450.91406,79.353156,60.673118,Normal
0.013224,tcp,-,FIN,16,18,1540,1644,2495.462774,31,29,873563.1875,939503.9375,0.8604,0.751412,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.657481,tcp,-,FIN,10,6,756,268,22.814347,254,252,8286.170898,2725.553955,70.259222,116.445797,Attack
8e-06,udp,-,INT,2,0,506,0,125000.0003,254,0,253000000.0,0.0,0.008,0.0,Normal
0.120714,tcp,-,FIN,52,54,3182,39076,869.824534,31,29,206835.9844,2541743.25,2.360941,2.268226,Normal
0.272569,tcp,-,FIN,12,8,1730,724,69.70712,254,252,46549.67969,18608.13281,23.018636,31.337285,Attack
1e-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0.001,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.020831,tcp,-,FIN,40,42,2542,23508,3888.435494,31,29,952042.625,8813403.0,0.526051,0.495366,Normal
2e-06,xtp,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0.002,0.0,Attack
1.433464,tcp,http,FIN,10,10,818,1698,13.254605,62,252,4113.113281,8533.174805,159.172667,152.725672,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
0.92978,tcp,-,FIN,10,8,1000,354,18.283895,254,252,7743.76709,2667.297607,103.308889,116.85457,Normal
0.020931,tcp,ftp,FIN,52,54,2934,3742,5016.482755,31,29,1099995.25,1403850.75,0.403941,0.384811,Normal
0.625516,tcp,-,FIN,10,8,564,354,27.177562,254,252,6497.036133,3964.726807,69.501778,87.677141,Attack
0.101607,tcp,-,FIN,68,72,4014,59564,1368.015952,31,29,311395.875,4624642.0,1.534409,1.443514,Normal
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0.01,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.046372,tcp,ftp-data,FIN,6,8,320,1932,280.341585,31,29,46062.27734,291727.7813,9.2126,6.554429,Normal
1.005108,tcp,http,FIN,12,18,1580,10168,28.852621,31,29,11533.08887,76441.53906,91.339817,59.095528,Normal
1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0.01,0.0,Attack
5e-06,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000.0,0.0,0.005,0.0,Attack
1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0.001,0.0,Attack
0.983889,tcp,-,FIN,12,10,3042,812,21.343871,254,252,22677.35547,5943.760254,89.444452,102.850336,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
6e-06,hmp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
7e-06,narp,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0.007,0.0,Attack
8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0.008,0.0,Attack
3e-06,tlsp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
0.26331,tcp,http,FIN,10,8,906,2228,64.562686,62,252,24792.07227,59245.75781,29.256667,36.653715,Attack
41.977772,udp,dns,CON,4,4,260,324,0.166755,31,29,37.162525,46.310223,13992.212,13992.285,Normal
1.765419,tcp,http,FIN,60,14,68187,612,41.349957,254,252,303841.75,2578.424805,29.598311,128.746844,Attack
0.005949,tcp,ssh,FIN,32,24,3728,5474,9245.251463,31,29,4857287.0,7054631.0,0.191903,0.227217,Normal
0.871068,tcp,-,FIN,10,8,586,354,19.516272,254,252,4849.219727,2847.07959,93.677667,113.16243,Normal
0.009884,tcp,-,FIN,34,36,2230,13500,6980.979485,31,29,1752327.0,10623230.0,0.290152,0.267686,Normal
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
1.232194,tcp,-,FIN,60,14,68181,612,59.24392,254,252,435288.625,3694.223633,20.872661,90.036383,Attack
0.775602,tcp,-,FIN,10,6,546,268,19.339816,254,252,5074.768066,2310.463379,82.958,134.117,Normal
1.209816,tcp,ftp-data,FIN,8,8,364,1610,12.39858,62,252,2109.411621,9317.119141,172.830857,158.331859,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.208982,tcp,http,FIN,10,6,1056,268,71.776515,254,252,36405.04688,8574.901367,23.220222,39.546398,Attack
1.114533,tcp,-,FIN,60,14,68187,612,65.498288,254,252,481285.0,4084.221924,18.873304,79.202922,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
5e-06,udp,-,INT,2,0,1838,0,200000.0051,254,0,1470400000.0,0.0,0.005,0.0,Attack
1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0.01,0.0,Attack
0.453439,tcp,-,FIN,14,14,790,816,59.544945,254,252,12949.92285,13373.35352,34.879924,32.954922,Attack
0.046318,tcp,ftp-data,FIN,6,8,320,1946,280.668433,31,29,46115.98438,294140.5313,9.202,6.539286,Normal
0.165879,tcp,-,FIN,22,14,1470,1728,210.997177,31,29,67712.00781,77405.82031,7.899,12.71,Normal
0.001052,udp,dns,CON,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0.01,0.007,Normal
4e-06,dgp,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0.004,0.0,Attack
3e-06,trunk-2,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.002684,tcp,ftp-data,FIN,6,8,320,1826,4843.517232,31,29,795827.125,4763040.5,0.4734,0.315571,Normal
0.0204,tcp,smtp,FIN,52,40,37268,3276,4460.784153,31,29,14334117.0,1252941.125,0.393471,0.51059,Normal
9e-06,bna,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.344113,tcp,-,FIN,232,438,13350,548216,1944.128862,31,29,309038.0313,12715940.0,1.494783,0.786343,Normal
1.102639,tcp,-,CON,6,2,978,86,6.348406,62,252,5913.086914,311.978821,220.5278,0.004,Normal
0.054509,tcp,-,FIN,40,42,2542,23508,1485.993166,31,29,363829.8438,3368104.5,1.425789,1.315317,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.224455,tcp,ftp-data,FIN,8,12,424,8824,84.649485,31,29,13223.14063,288307.25,32.020142,20.355546,Normal
1.445024,tcp,http,FIN,10,8,1578,354,11.76451,254,252,7866.99707,1716.234497,160.558222,186.367578,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.466619,tcp,-,FIN,68,68,4030,57474,289.315257,31,29,68081.23438,970882.0,6.959522,6.956776,Normal
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
0.001056,udp,dns,CON,2,2,146,178,2840.909069,31,29,553030.3125,674242.4375,0.009,0.007,Normal
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0.004,0.0,Attack
0.018384,tcp,-,FIN,16,18,1540,1644,1795.039137,31,29,628372.5,675805.0625,1.205,1.054471,Normal
0.306179,tcp,http,FIN,10,8,804,2924,55.523079,62,252,18917.03906,66862.85156,34.019889,40.74543,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
3e-06,ttp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
1.1774,tcp,ftp,FIN,22,22,1170,1658,36.521149,62,252,7589.604492,10755.90332,56.066668,54.93643,Attack
3e-06,xns-idp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0.004,0.0,Attack
8.930379,tcp,-,FIN,214,388,12346,485110,67.298376,31,29,11008.71582,433450.8125,41.925031,23.074684,Normal
1e-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0.001,0.0,Normal
1e-06,udp,-,INT,2,0,78,0,1000000.003,254,0,312000000.0,0.0,0.001,0.0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.001022,udp,dns,CON,2,2,130,162,2935.420795,31,29,508806.2813,634050.875,0.003,0.001,Normal
0.027325,tcp,-,FIN,60,62,3614,45696,4428.179223,31,29,1040512.313,13162744.0,0.465207,0.439754,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0.008,0.0,Attack
1.542473,tcp,-,FIN,10,8,998,354,11.021263,254,252,4662.642578,1607.807739,171.385889,194.9,Attack
0.225028,tcp,http,FIN,10,10,800,4258,84.43394,62,252,25596.81445,136267.4844,25.003111,24.088333,Attack
1.658774,tcp,ftp,FIN,14,12,2740,682,15.071372,254,252,12274.125,3019.097168,121.718389,136.311734,Attack
1.006313,ospf,-,INT,42,0,1890,0,40.742792,254,0,14667.40527,0.0,24.544219,0.0,Attack
0.013937,tcp,-,FIN,38,40,2438,19266,5524.861805,31,29,1362703.625,10782808.0,0.368243,0.327641,Normal
27.99671,ospf,-,INT,20,0,900,0,0.678651,254,0,244.314423,0.0,1473.511,0.0,Attack
59.49752,ospf,-,INT,54,0,14688,0,0.890793,254,0,1938.366455,0.0,1122.594375,0.0,Attack
0.030654,tcp,-,FIN,72,74,4238,63516,4730.214636,31,29,1090885.375,16352319.0,0.426887,0.411849,Normal
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0.006,0.0,Attack
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0.009,0.0,Attack
4.27828,tcp,smtp,FIN,38,24,25040,1782,14.258067,62,252,45592.15625,3193.807129,115.614348,179.265391,Attack
0.668558,tcp,http,FIN,10,6,694,268,22.436348,254,252,7478.782715,2680.395752,69.357333,120.905203,Attack
0.963756,tcp,-,FIN,10,8,1610,354,17.639319,254,252,12027.94043,2573.265381,106.977,128.78243,Attack
0.599961,tcp,-,FIN,10,6,588,268,25.001626,254,252,7067.126465,2986.86084,60.884222,97.781797,Attack
0.711892,sctp,-,CON,4,2,504,368,7.023537,254,60,4247.835449,2067.729248,237.297328,0.006,Attack
0.279013,tcp,-,FIN,10,6,534,268,53.760934,254,252,13791.47168,6422.639648,29.698667,45.454,Normal
0.964951,tcp,ftp-data,FIN,8,8,364,2440,15.544831,62,252,2644.693848,17700.38086,137.850143,128.741141,Attack
0.448814,tcp,http,FIN,10,6,1062,268,33.421417,254,252,17040.4668,3992.745361,49.688,72.159602,Attack
0.004718,tcp,-,FIN,18,18,3960,2456,7418.397517,31,29,6341670.0,3933870.25,0.259118,0.244765,Normal
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.952329,tcp,-,FIN,18,8,14190,354,26.251433,254,252,112582.9453,2604.14209,55.043002,121.70143,Attack
0.448468,tcp,-,FIN,10,6,586,268,33.447202,254,252,9418.732422,3995.825684,48.132444,80.025797,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0.006,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
9e-06,iatp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.103822,tcp,-,FIN,48,50,2974,30506,934.29138,31,29,224461.0938,2303635.0,2.250043,2.150646,Normal
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0.01,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
1.071572,tcp,ftp,FIN,12,12,634,682,21.463794,254,252,4345.018555,4673.507812,97.415638,90.432,Normal
1.418451,tcp,http,FIN,10,8,740,354,11.984905,254,252,3756.210205,1748.386108,157.605667,187.312578,Attack
1.140774,tcp,-,FIN,10,6,534,268,13.148967,254,252,3373.148438,1570.863281,126.649778,213.67,Normal
0.906305,tcp,-,FIN,10,6,534,268,16.550719,254,252,4245.811035,1977.259277,92.148667,154.550406,Normal
1.203026,tcp,-,FIN,28,26,4064,3294,44.055571,254,252,26060.94922,21066.875,44.55652,47.804441,Attack
0.990799,tcp,http,FIN,60,14,68189,612,73.67791,254,252,541405.4375,4594.271973,16.787881,70.316461,Attack
9e-06,ib,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0.005,0.0,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.091092,udp,-,CON,4,4,520,304,76.845389,31,29,34251.08594,20023.71289,25.343,26.319,Normal
1e-05,udp,-,INT,2,0,104,0,100000.0025,254,0,41600000.0,0.0,0.01,0.0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
5e-06,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000.0,0.0,0.005,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.716,0.0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
9e-06,udp,-,INT,2,0,1064,0,111111.1072,254,0,472888864.0,0.0,0.009,0.0,Attack
0.413476,tcp,-,FIN,10,6,534,268,36.277802,254,252,9306.46582,4333.988281,43.021222,69.621398,Attack
0.004069,tcp,http,FIN,8,10,1052,824,4177.930678,31,29,1810764.25,1458835.125,0.528857,0.389667,Normal
1e-05,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0.01,0.0,Attack
0.035165,udp,-,CON,4,4,568,312,199.061563,31,29,96914.54688,53234.75,6.678,11.28,Normal
59.392632,ospf,-,REQ,54,0,14688,0,0.892367,254,0,1941.789673,0.0,1145.003125,0.0,Attack
9e-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0.009,0.0,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
3.304774,tcp,pop3,FIN,26,64,1208,63000,26.930737,62,252,2812.900391,150124.6406,132.166445,51.006748,Attack
0.04189,tcp,-,FIN,30,42,2302,34406,1694.915292,31,29,425113.4063,6414323.5,1.400724,1.010439,Normal
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
0.026978,tcp,-,FIN,64,66,3806,54798,4781.67411,31,29,1111127.625,16003559.0,0.430065,0.405877,Normal
0.170997,tcp,-,FIN,22,14,1470,1728,204.681961,31,29,65685.36719,75089.03906,8.142714,13.100154,Normal
3.833161,tcp,smtp,FIN,164,40,194066,2554,52.958901,62,252,402556.5313,5198.842285,23.661487,96.182922,Attack
0.673397,tcp,-,FIN,18,26,1000,13430,63.855348,62,252,11226.66113,153419.1563,39.611588,26.33904,Attack
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0.01,0.0,Attack
0.381378,tcp,http,FIN,10,6,858,268,39.331058,254,252,16214.88379,4698.750488,39.710667,67.542797,Attack
0.67773,tcp,-,FIN,10,8,564,354,25.083735,254,252,5996.488281,3659.27417,75.303333,89.496289,Attack
0.605738,tcp,http,FIN,10,10,808,4730,31.366697,62,252,9614.717773,56222.32813,67.304222,48.423556,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
1.762809,tcp,-,FIN,12,10,994,806,11.912805,254,252,4138.848633,3294.741455,152.95473,178.177891,Attack
0.764677,tcp,http,FIN,10,6,884,268,19.616126,254,252,8327.699219,2343.473145,84.964111,139.528,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
1.171462,tcp,http,FIN,10,8,878,354,14.51178,254,252,5401.796875,2117.012695,130.162444,154.129719,Attack
0.526264,tcp,-,FIN,14,14,790,816,51.305047,254,252,11157.89746,11522.7334,40.481845,37.104692,Attack
0.240101,tcp,http,FIN,10,8,822,1140,70.803538,62,252,24656.29102,33252.67188,26.677889,31.339428,Attack
0.052335,tcp,-,FIN,60,62,3614,50036,2312.028212,31,29,543269.3125,7525212.5,0.896328,0.848984,Normal
0.037904,tcp,-,FIN,52,54,3182,39076,2770.156055,31,29,658716.75,8094765.5,0.75166,0.717635,Normal
0.005274,tcp,-,FIN,22,24,2054,2478,8532.423027,31,29,2974592.25,3602578.5,0.234905,0.207957,Normal
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0.01,0.0,Attack
0.381846,tcp,http,FIN,12,26,970,30256,96.8977,62,252,18646.25977,609523.1875,34.713272,12.13716,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.270219,tcp,-,FIN,26,26,4376,2872,188.735804,31,29,124580.4375,81770.71094,10.79612,10.78668,Normal
16.406168,tcp,-,REQ,4,0,180,0,0.182858,254,0,65.828903,0.0,5468.7225,0.0,Normal
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0.001,0.0,Attack
0.006033,tcp,-,FIN,18,18,3936,2456,5801.425425,31,29,4930217.0,3076413.0,0.335941,0.325529,Normal
3e-06,udp,-,INT,2,0,188,0,333333.3215,254,0,250666656.0,0.0,0.003,0.0,Attack
1.632611,tcp,-,FIN,10,8,2566,354,10.412768,254,252,11319.29102,1519.039062,176.213,220.217422,Attack
0.196249,tcp,http,FIN,10,6,1330,268,76.433513,254,252,48795.15625,9131.256836,20.367333,37.879602,Attack
1.524209,tcp,-,FIN,154,26,195010,1128,117.437961,254,252,1016889.375,5694.756836,10.027691,56.39,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
3.080958,tcp,ssh,FIN,106,116,9400,12402,71.730938,31,29,24179.49219,31927.73242,29.339447,26.786304,Normal
8e-06,skip,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
0.048251,tcp,smtp,FIN,54,42,37808,3380,1968.87114,31,29,6152494.5,547138.9375,0.939,1.165463,Normal
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.219691,tcp,http,FIN,10,6,598,268,68.277719,254,252,19627.56836,8156.911621,23.188111,37.977801,Attack
0.66678,tcp,ssh,FIN,70,62,12472,12820,196.466602,31,29,147502.9219,151342.2656,9.663478,10.91818,Normal
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0.004,0.0,Attack
0.914596,tcp,smtp,FIN,64,26,59789,2126,97.310723,62,252,514806.5313,17887.67969,14.517396,34.103121,Attack
